
,,Sales Person,Geography,Product,Date,Sales,Boxes
,,Jan Morforth,New Zealand ,Peanut Butter Cubes,04/24/2023,1932.75,1000
,,Barr Faughny,India  ,Orange Choco,12/19/2023,9859.5,761
,,Ches Bonnell,Australia   ,Peanut Butter Cubes,04/25/2023,7726.5,587
,,Mallorie Waber,Australia ,Almond Choco,10/11/2023,4302,400
,,Andria Kimpton,New Zealand,Milk Bars,05/24/2023,2209.5,553
,,Wilone O'Kielt,UK  ,Raspberry Choco,11/01/2023,436.5,1253
,,Ches Bonnell,Canada ,Orange Choco,03/16/2023,4108.5,131
,,Brien Boise,USA ,Choco Coated Almonds,10/11/2023,7389,278
,,Husein Augar,UK ,Peanut Butter Cubes,08/21/2023,5388.75,1441
,,Kaine Padly,New Zealand   ,Drinking Coco,01/17/2024,5355,1090
,,Dotty Strutley,India,Almond Choco,06/22/2023,2351.25,820
,,Mallorie Waber,Australia,Eclairs,07/03/2023,510.75,315
,,Ches Bonnell,Canada ,Fruit & Nut Bars,09/20/2023,4457.25,877
,,Kaine Padly,India ,Raspberry Choco,08/16/2023,24.75,788
,,Oby Sorrel,New Zealand,85% Dark Bars,02/21/2024,4799.25,846
,,Kaine Padly,UK  ,Orange Choco,01/03/2024,4477.5,541
,,Camilla Castle,Australia,Caramel Stuffed Bars,02/02/2023,1557,378
,,Dotty Strutley,USA   ,After Nines,02/12/2024,7359.75,600
,,Kelci Walkden,UK ,Spicy Special Slims,08/04/2023,11396.25,337
,,Madelene Upcott,Canada   ,Drinking Coco,11/08/2023,4277.25,600
,,Gunar Cockshoot,UK,After Nines,07/20/2023,8541,54
,,Kaine Padly,New Zealand   ,White Choc,02/15/2024,10606.5,144
,,Rafaelita Blaksland,Australia ,Eclairs,02/22/2024,6246,303
,,Jan Morforth,Australia ,Spicy Special Slims,02/08/2024,6498,140
,,Gunar Cockshoot,UK,50% Dark Bites,12/11/2023,3912.75,28
,,Dennison Crosswaite,Australia,Eclairs,08/04/2023,1280.25,67
,,Jehu Rudeforth,UK ,Mint Chip Choco,02/19/2024,2889,217
,,Van Tuxwell,UK,99% Dark & Pure,09/18/2023,5548.5,443
,,Gigi Bohling,USA  ,Eclairs,04/14/2023,6435,129
,,Oby Sorrel,USA,Eclairs,02/16/2024,4992.75,147
,,Husein Augar,Canada  ,Manuka Honey Choco,11/23/2023,4299.75,48
,,Kelci Walkden,Canada ,Smooth Silky Salty,06/23/2023,4851,11
,,Marney O'Breen,New Zealand   ,Fruit & Nut Bars,12/04/2023,6912,402
,,Dotty Strutley,Australia ,Peanut Butter Cubes,08/30/2023,6990.75,11
,,Wilone O'Kielt,Australia   ,Fruit & Nut Bars,04/19/2023,3251.25,503
,,Kaine Padly,Australia  ,Choco Coated Almonds,11/22/2023,3156.75,267
,,Camilla Castle,UK  ,Drinking Coco,07/14/2023,6795,277
,,Ches Bonnell,USA ,Milk Bars,09/26/2023,317.25,139
,,Gigi Bohling,UK ,Almond Choco,10/11/2023,8264.25,167
,,Karlen McCaffrey,Canada   ,Fruit & Nut Bars,12/26/2023,14447.25,739
,,Barr Faughny,Canada,Manuka Honey Choco,04/19/2023,573.75,398
,,Camilla Castle,New Zealand,Caramel Stuffed Bars,12/25/2023,6057,189
,,Ches Bonnell,New Zealand ,Organic Choco Syrup,12/26/2023,17217,276
,,Oby Sorrel,UK,Organic Choco Syrup,11/09/2023,13932,41
,,Brien Boise,Canada   ,Milk Bars,12/26/2023,6678,7
,,Andria Kimpton,India ,Orange Choco,09/28/2023,10408.5,551
,,Roddy Speechley,UK  ,Fruit & Nut Bars,04/18/2023,11853,850
,,Ches Bonnell,India  ,Milk Bars,07/27/2023,522,232
,,Roddy Speechley,India,Spicy Special Slims,06/09/2023,9137.25,144
,,Karlen McCaffrey,India   ,Choco Coated Almonds,02/12/2024,4677.75,829
,,Andria Kimpton,India ,Manuka Honey Choco,12/06/2023,4185,20
,,Kelci Walkden,UK  ,Eclairs,07/20/2023,3012.75,14
,,Kelci Walkden,Canada  ,After Nines,01/22/2024,4196.25,387
,,Camilla Castle,Australia,White Choc,10/11/2023,1932.75,13
,,Brien Boise,New Zealand  ,Caramel Stuffed Bars,12/26/2023,4722.75,1
,,Kelci Walkden,India ,Caramel Stuffed Bars,06/21/2023,5712.75,377
,,Mallorie Waber,India   ,70% Dark Bites,02/12/2024,11418.75,17
,,Jan Morforth,UK ,Raspberry Choco,10/19/2023,6437.25,104
,,Jan Morforth,New Zealand ,Manuka Honey Choco,04/17/2023,14467.5,24
,,Andria Kimpton,Canada   ,White Choc,04/19/2023,4603.5,107
,,Curtice Advani,India ,70% Dark Bites,03/17/2023,7616.25,264
,,Roddy Speechley,UK,Manuka Honey Choco,10/13/2023,7452,147
,,Husein Augar,India   ,Peanut Butter Cubes,02/20/2024,9054,0
,,Dotty Strutley,New Zealand,Milk Bars,09/13/2023,2490.75,118
,,Barr Faughny,UK   ,Raspberry Choco,09/06/2023,5013,728
,,Gunar Cockshoot,Australia ,70% Dark Bites,12/07/2023,157.5,7
,,Kelci Walkden,India ,70% Dark Bites,04/04/2023,8241.75,26
,,Rafaelita Blaksland,USA ,85% Dark Bars,08/15/2023,8482.5,287
,,Ches Bonnell,USA,Orange Choco,12/01/2023,2148.75,19
,,Camilla Castle,UK ,Fruit & Nut Bars,07/27/2023,7944.75,481
,,Dennison Crosswaite,New Zealand  ,Organic Choco Syrup,10/25/2023,5312.25,493
,,Jehu Rudeforth,UK,Smooth Silky Salty,09/13/2023,6133.5,253
,,Jehu Rudeforth,India ,Choco Coated Almonds,03/30/2023,9596.25,248
,,Madelene Upcott,USA  ,Caramel Stuffed Bars,12/05/2023,1050.75,310
,,Husein Augar,UK ,Manuka Honey Choco,02/06/2023,12505.5,118
,,Mallorie Waber,Australia   ,Mint Chip Choco,05/08/2023,720,61
,,Jan Morforth,USA,Fruit & Nut Bars,06/27/2023,7350.75,529
,,Rafaelita Blaksland,USA  ,Manuka Honey Choco,07/28/2023,607.5,132
,,Wilone O'Kielt,India  ,Almond Choco,08/02/2023,8455.5,28
,,Ches Bonnell,Canada,Choco Coated Almonds,05/09/2023,7773.75,196
,,Curtice Advani,Australia,Manuka Honey Choco,09/06/2023,18146.25,107
,,Mallorie Waber,New Zealand  ,Mint Chip Choco,11/06/2023,3426.75,25
,,Karlen McCaffrey,New Zealand ,Drinking Coco,03/17/2023,4457.25,260
,,Camilla Castle,USA   ,Caramel Stuffed Bars,02/05/2024,13920.75,771
,,Rafaelita Blaksland,New Zealand  ,Eclairs,12/15/2023,7161.75,393
,,Karlen McCaffrey,India ,Almond Choco,04/10/2023,5530.5,97
,,Karlen McCaffrey,Canada  ,Manuka Honey Choco,01/03/2024,967.5,599
,,Kaine Padly,India   ,Peanut Butter Cubes,06/09/2023,7825.5,651
,,Mallorie Waber,Australia ,70% Dark Bites,09/22/2023,6.75,61
,,Madelene Upcott,UK,85% Dark Bars,08/01/2023,3744,366
,,Madelene Upcott,India  ,Peanut Butter Cubes,03/21/2023,6835.5,365
,,Wilone O'Kielt,Canada  ,Mint Chip Choco,07/19/2023,765,183
,,Andria Kimpton,India   ,Mint Chip Choco,02/27/2023,24.75,160
,,Kelci Walkden,New Zealand,After Nines,03/06/2023,6405.75,594
,,Madelene Upcott,UK,50% Dark Bites,02/13/2023,7515,493
,,Camilla Castle,India   ,Manuka Honey Choco,08/10/2023,5287.5,128
,,Brien Boise,New Zealand,Manuka Honey Choco,11/02/2023,996.75,272
,,Kaine Padly,Australia   ,Raspberry Choco,04/06/2023,3485.25,73
,,Andria Kimpton,Australia,Peanut Butter Cubes,02/14/2023,2445.75,506
,,Marney O'Breen,Australia  ,Fruit & Nut Bars,12/29/2023,12537,1140
,,Jehu Rudeforth,India,99% Dark & Pure,11/09/2023,3170.25,33
,,Barr Faughny,New Zealand,50% Dark Bites,09/18/2023,7578,344
,,Andria Kimpton,New Zealand,Drinking Coco,02/26/2024,6153.75,440
,,Wilone O'Kielt,Canada   ,Fruit & Nut Bars,08/30/2023,9447.75,542
,,Curtice Advani,Australia,99% Dark & Pure,10/11/2023,5161.5,38
,,Karlen McCaffrey,UK   ,Peanut Butter Cubes,02/17/2023,8489.25,886
,,Kelci Walkden,Australia ,After Nines,09/06/2023,4934.25,670
,,Curtice Advani,Australia ,Milk Bars,10/02/2023,3271.5,361
,,Kelci Walkden,New Zealand   ,Drinking Coco,12/21/2023,5379.75,437
,,Curtice Advani,India  ,Drinking Coco,08/22/2023,423,263
,,Van Tuxwell,UK,Baker's Choco Chips,02/16/2024,10071,197
,,Karlen McCaffrey,USA,Smooth Silky Salty,02/15/2024,2063.25,447
,,Van Tuxwell,Canada,White Choc,02/24/2023,3537,168
,,Rafaelita Blaksland,New Zealand   ,Manuka Honey Choco,11/14/2023,324,272
,,Dotty Strutley,Australia ,50% Dark Bites,05/17/2023,7976.25,665
,,Dennison Crosswaite,Australia   ,After Nines,06/23/2023,1489.5,461
,,Rafaelita Blaksland,Australia   ,Drinking Coco,09/29/2023,5793.75,576
,,Kelci Walkden,India,Peanut Butter Cubes,05/01/2023,3363.75,531
,,Mallorie Waber,UK ,99% Dark & Pure,06/08/2023,5976,308
,,Brien Boise,Australia   ,Orange Choco,05/04/2023,4738.5,82
,,Wilone O'Kielt,India  ,White Choc,05/08/2023,8948.25,107
,,Brien Boise,USA   ,Orange Choco,08/22/2023,3566.25,297
,,Jan Morforth,New Zealand  ,Eclairs,12/04/2023,9785.25,292
,,Gigi Bohling,USA  ,Organic Choco Syrup,06/22/2023,5017.5,607
,,Roddy Speechley,New Zealand ,Mint Chip Choco,02/23/2023,2198.25,40
,,Brien Boise,USA   ,Eclairs,04/14/2023,6246,231
,,Gunar Cockshoot,USA   ,Smooth Silky Salty,01/29/2024,7368.75,262
,,Dotty Strutley,New Zealand   ,After Nines,02/13/2024,805.5,72
,,Jehu Rudeforth,UK ,Organic Choco Syrup,05/16/2023,411.75,179
,,Husein Augar,Canada,50% Dark Bites,03/06/2023,1140.75,481
,,Ches Bonnell,Canada ,Smooth Silky Salty,11/07/2023,3642.75,117
,,Madelene Upcott,Australia  ,Fruit & Nut Bars,08/14/2023,6799.5,29
,,Jehu Rudeforth,Canada   ,White Choc,02/10/2023,9398.25,58
,,Dotty Strutley,New Zealand,Spicy Special Slims,02/28/2024,992.25,36
,,Husein Augar,Canada  ,Organic Choco Syrup,06/13/2023,983.25,1006
,,Dennison Crosswaite,USA   ,After Nines,05/12/2023,4554,91
,,Kaine Padly,UK  ,Milk Bars,06/06/2023,5591.25,229
,,Oby Sorrel,USA   ,Baker's Choco Chips,11/13/2023,6023.25,331
,,Jehu Rudeforth,India   ,Mint Chip Choco,11/27/2023,2594.25,667
,,Madelene Upcott,UK,Manuka Honey Choco,10/25/2023,12132,286
,,Beverie Moffet,India,After Nines,04/20/2023,11974.5,242
,,Kelci Walkden,India,99% Dark & Pure,07/18/2023,7251.75,284
,,Husein Augar,New Zealand,85% Dark Bars,12/11/2023,2076.75,627
,,Wilone O'Kielt,India,Raspberry Choco,01/25/2024,3390.75,924
,,Beverie Moffet,New Zealand,Almond Choco,02/24/2023,4680,1097
,,Rafaelita Blaksland,UK ,99% Dark & Pure,04/05/2023,1570.5,152
,,Gigi Bohling,UK,Organic Choco Syrup,07/19/2023,846,70
,,Camilla Castle,Australia  ,99% Dark & Pure,04/21/2023,7713,261
,,Kelci Walkden,India,50% Dark Bites,02/19/2024,5922,209
,,Van Tuxwell,UK  ,Milk Bars,09/28/2023,1273.5,672
,,Kaine Padly,USA  ,Peanut Butter Cubes,02/14/2023,7548.75,92
,,Beverie Moffet,USA ,Almond Choco,04/19/2023,7110,591
,,Beverie Moffet,Australia   ,Mint Chip Choco,09/06/2023,4371.75,135
,,Van Tuxwell,India ,85% Dark Bars,11/09/2023,5238,514
,,Rafaelita Blaksland,India ,Baker's Choco Chips,03/20/2023,7884,394
,,Gunar Cockshoot,USA,Orange Choco,06/07/2023,8466.75,106
,,Roddy Speechley,Australia ,Manuka Honey Choco,08/08/2023,3102.75,106
,,Kelci Walkden,USA ,Orange Choco,12/22/2023,301.5,59
,,Dennison Crosswaite,Australia  ,Raspberry Choco,09/26/2023,141.75,156
,,Marney O'Breen,New Zealand ,After Nines,03/14/2023,9189,520
,,Andria Kimpton,UK ,Almond Choco,02/29/2024,2585.25,469
,,Dotty Strutley,New Zealand,Mint Chip Choco,07/11/2023,798.75,407
,,Wilone O'Kielt,UK ,85% Dark Bars,03/10/2023,3993.75,63
,,Mallorie Waber,USA ,Organic Choco Syrup,09/11/2023,7481.25,23
,,Karlen McCaffrey,USA,50% Dark Bites,09/27/2023,360,116
,,Jehu Rudeforth,Canada   ,After Nines,12/01/2023,3429,40
,,Jan Morforth,USA  ,Baker's Choco Chips,07/03/2023,2641.5,53
,,Brien Boise,Canada,50% Dark Bites,01/17/2024,2367,1537
,,Husein Augar,USA  ,Milk Bars,01/01/2024,3001.5,427
,,Marney O'Breen,UK,Choco Coated Almonds,12/21/2023,1694.25,334
,,Wilone O'Kielt,New Zealand ,After Nines,08/02/2023,9780.75,20
,,Karlen McCaffrey,India   ,85% Dark Bars,09/07/2023,7200,298
,,Jehu Rudeforth,India,Drinking Coco,07/26/2023,5366.25,585
,,Wilone O'Kielt,USA ,Baker's Choco Chips,09/15/2023,11038.5,47
,,Roddy Speechley,Australia  ,Choco Coated Almonds,12/13/2023,7818.75,55
,,Camilla Castle,USA   ,Almond Choco,10/18/2023,2808,97
,,Dotty Strutley,New Zealand,Baker's Choco Chips,03/06/2023,1622.25,385
,,Beverie Moffet,Australia ,After Nines,05/30/2023,5753.25,196
,,Oby Sorrel,Canada ,Orange Choco,12/18/2023,3600,558
,,Gigi Bohling,New Zealand,Drinking Coco,08/01/2023,4248,503
,,Roddy Speechley,Canada ,70% Dark Bites,06/13/2023,3035.25,177
,,Gigi Bohling,UK  ,Manuka Honey Choco,05/11/2023,227.25,191
,,Husein Augar,UK   ,Almond Choco,11/13/2023,9792,440
,,Beverie Moffet,Canada ,Caramel Stuffed Bars,12/28/2023,8626.5,525
,,Jehu Rudeforth,USA,Baker's Choco Chips,12/28/2023,753.75,93
,,Andria Kimpton,Canada,85% Dark Bars,07/21/2023,6583.5,265
,,Ches Bonnell,New Zealand  ,99% Dark & Pure,09/15/2023,2954.25,229
,,Karlen McCaffrey,USA  ,Fruit & Nut Bars,07/13/2023,1120.5,88
,,Kelci Walkden,Australia,White Choc,04/14/2023,6354,268
,,Andria Kimpton,Australia  ,85% Dark Bars,06/30/2023,1786.5,358
,,Van Tuxwell,Canada,Caramel Stuffed Bars,09/25/2023,4959,205
,,Jan Morforth,Australia,85% Dark Bars,10/06/2023,2954.25,787
,,Marney O'Breen,Australia ,Eclairs,09/06/2023,11295,283
,,Rafaelita Blaksland,India ,Eclairs,05/03/2023,6225.75,218
,,Gigi Bohling,India,Almond Choco,02/21/2023,9090,469
,,Beverie Moffet,India ,Spicy Special Slims,07/10/2023,5814,173
,,Madelene Upcott,Canada ,After Nines,02/06/2024,9177.75,331
,,Wilone O'Kielt,Australia,Eclairs,05/30/2023,5375.25,48
,,Marney O'Breen,Australia   ,Milk Bars,06/26/2023,12669.75,181
,,Gunar Cockshoot,Australia ,Manuka Honey Choco,11/21/2023,936,408
,,Andria Kimpton,Australia  ,Almond Choco,06/08/2023,3402,732
,,Karlen McCaffrey,Canada  ,Organic Choco Syrup,05/04/2023,760.5,245
,,Madelene Upcott,India  ,Almond Choco,03/20/2023,3406.5,214
,,Curtice Advani,UK   ,Spicy Special Slims,03/23/2023,11551.5,193
,,Barr Faughny,USA,Spicy Special Slims,02/27/2023,3654,99
,,Wilone O'Kielt,New Zealand ,Organic Choco Syrup,02/26/2024,4743,467
,,Dotty Strutley,India  ,Mint Chip Choco,12/01/2023,2200.5,248
,,Gunar Cockshoot,USA ,50% Dark Bites,02/07/2024,9625.5,410
,,Roddy Speechley,UK   ,85% Dark Bars,08/07/2023,5962.5,201
,,Gigi Bohling,New Zealand ,Peanut Butter Cubes,05/29/2023,2805.75,57
,,Barr Faughny,New Zealand,After Nines,04/07/2023,5850,402
,,Barr Faughny,Canada ,Almond Choco,01/22/2024,5541.75,139
,,Mallorie Waber,Australia,After Nines,03/29/2023,9711,412
,,Dotty Strutley,Canada  ,Caramel Stuffed Bars,02/06/2023,3051,363
,,Ches Bonnell,Australia  ,Smooth Silky Salty,04/19/2023,9798.75,799
,,Rafaelita Blaksland,Canada  ,Drinking Coco,06/12/2023,4826.25,138
,,Andria Kimpton,UK   ,Spicy Special Slims,10/23/2023,902.25,86
,,Andria Kimpton,Australia ,50% Dark Bites,01/08/2024,6257.25,528
,,Kelci Walkden,Canada   ,Caramel Stuffed Bars,09/27/2023,6864.75,28
,,Andria Kimpton,USA  ,Fruit & Nut Bars,09/22/2023,4038.75,807
,,Mallorie Waber,New Zealand  ,After Nines,09/11/2023,8217,831
,,Gigi Bohling,Canada   ,Orange Choco,02/21/2024,7890.75,72
,,Husein Augar,New Zealand ,Smooth Silky Salty,12/01/2023,1777.5,153
,,Karlen McCaffrey,USA,Drinking Coco,10/30/2023,4648.5,692
,,Karlen McCaffrey,Canada  ,Baker's Choco Chips,09/14/2023,8075.25,329
,,Madelene Upcott,Canada ,Mint Chip Choco,07/18/2023,3231,12
,,Beverie Moffet,India,Peanut Butter Cubes,02/06/2023,7566.75,532
,,Andria Kimpton,New Zealand   ,Mint Chip Choco,12/26/2023,5793.75,425
,,Jehu Rudeforth,Canada  ,Baker's Choco Chips,03/03/2023,2205,146
,,Roddy Speechley,Canada   ,Milk Bars,05/05/2023,5717.25,103
,,Kelci Walkden,USA   ,85% Dark Bars,12/13/2023,3726,315
,,Marney O'Breen,USA   ,Fruit & Nut Bars,01/19/2024,15651,1538
,,Dotty Strutley,Canada,Spicy Special Slims,02/17/2023,7404.75,283
,,Roddy Speechley,USA,Fruit & Nut Bars,10/30/2023,18371.25,617
,,Madelene Upcott,Canada,Organic Choco Syrup,03/21/2023,12276,303
,,Kaine Padly,UK   ,70% Dark Bites,07/04/2023,11344.5,50
,,Brien Boise,New Zealand ,White Choc,02/13/2023,2668.5,245
,,Madelene Upcott,UK ,Orange Choco,06/12/2023,9785.25,951
,,Kaine Padly,UK,Mint Chip Choco,05/29/2023,551.25,16
,,Curtice Advani,Australia   ,After Nines,06/29/2023,9450,141
,,Dennison Crosswaite,Canada  ,Choco Coated Almonds,12/27/2023,1543.5,406
,,Roddy Speechley,UK,Raspberry Choco,02/05/2024,1381.5,760
,,Van Tuxwell,Canada  ,Fruit & Nut Bars,02/26/2024,1750.5,204
,,Gigi Bohling,India  ,Smooth Silky Salty,10/26/2023,1964.25,385
,,Dennison Crosswaite,Australia  ,Peanut Butter Cubes,09/13/2023,9409.5,1080
,,Gigi Bohling,Australia  ,Fruit & Nut Bars,12/05/2023,11713.5,255
,,Andria Kimpton,Australia  ,Raspberry Choco,12/11/2023,12024,563
,,Gigi Bohling,Australia,Almond Choco,02/21/2024,7735.5,433
,,Jehu Rudeforth,USA ,White Choc,02/19/2024,3467.25,994
,,Gigi Bohling,USA   ,Almond Choco,03/23/2023,8610.75,358
,,Gunar Cockshoot,India,After Nines,02/14/2024,6738.75,81
,,Beverie Moffet,Canada,Milk Bars,06/12/2023,3177,10
,,Dennison Crosswaite,New Zealand   ,Drinking Coco,04/19/2023,4682.25,53
,,Rafaelita Blaksland,UK  ,Smooth Silky Salty,02/01/2023,1599.75,99
,,Jehu Rudeforth,India   ,50% Dark Bites,09/26/2023,2925,1360
,,Roddy Speechley,India ,Mint Chip Choco,04/11/2023,9249.75,175
,,Dotty Strutley,USA   ,Organic Choco Syrup,07/10/2023,17748,165
,,Karlen McCaffrey,UK,Almond Choco,01/29/2024,8860.5,336
,,Husein Augar,UK  ,Orange Choco,04/11/2023,8842.5,38
,,Barr Faughny,UK   ,Smooth Silky Salty,03/09/2023,4104,995
,,Brien Boise,Australia   ,Baker's Choco Chips,11/01/2023,12721.5,102
,,Van Tuxwell,Canada   ,Almond Choco,10/11/2023,2452.5,535
,,Camilla Castle,Canada  ,99% Dark & Pure,03/27/2023,9911.25,303
,,Gunar Cockshoot,India,Milk Bars,05/24/2023,13869,447
,,Beverie Moffet,New Zealand  ,Peanut Butter Cubes,02/28/2024,7069.5,235
,,Ches Bonnell,USA   ,50% Dark Bites,12/06/2023,4430.25,791
,,Gunar Cockshoot,New Zealand,After Nines,07/10/2023,4236.75,60
,,Karlen McCaffrey,New Zealand,Baker's Choco Chips,02/20/2023,11740.5,62
,,Oby Sorrel,USA ,Peanut Butter Cubes,07/19/2023,5469.75,171
,,Oby Sorrel,UK  ,50% Dark Bites,08/09/2023,4576.5,1309
,,Husein Augar,Australia   ,Organic Choco Syrup,11/27/2023,2207.25,110
,,Wilone O'Kielt,UK  ,Caramel Stuffed Bars,12/01/2023,429.75,95
,,Andria Kimpton,Australia  ,Spicy Special Slims,02/08/2023,1352.25,45
,,Brien Boise,India,85% Dark Bars,12/28/2023,2596.5,334
,,Barr Faughny,New Zealand,70% Dark Bites,04/25/2023,6293.25,207
,,Van Tuxwell,Canada ,Manuka Honey Choco,02/28/2023,2452.5,230
,,Roddy Speechley,New Zealand ,Caramel Stuffed Bars,02/23/2023,4104,663
,,Andria Kimpton,USA   ,White Choc,11/10/2023,4783.5,210
,,Jehu Rudeforth,India,White Choc,10/31/2023,6941.25,152
,,Andria Kimpton,Canada  ,Smooth Silky Salty,10/13/2023,1453.5,322
,,Husein Augar,UK,Mint Chip Choco,02/23/2023,2610,16
,,Rafaelita Blaksland,USA ,Eclairs,01/05/2024,1892.25,9
,,Kelci Walkden,India ,Raspberry Choco,04/10/2023,3888,917
,,Andria Kimpton,New Zealand ,Almond Choco,08/08/2023,10449,322
,,Husein Augar,Canada,99% Dark & Pure,07/04/2023,9040.5,495
,,Camilla Castle,India,50% Dark Bites,12/21/2023,2389.5,103
,,Madelene Upcott,Australia  ,Caramel Stuffed Bars,01/22/2024,11031.75,675
,,Van Tuxwell,USA   ,Fruit & Nut Bars,02/01/2023,5235.75,1077
,,Jan Morforth,UK,85% Dark Bars,12/26/2023,3723.75,31
,,Curtice Advani,UK ,Choco Coated Almonds,01/23/2024,8295.75,664
,,Wilone O'Kielt,Canada ,99% Dark & Pure,04/25/2023,5978.25,107
,,Camilla Castle,Australia  ,Almond Choco,10/05/2023,3755.25,40
,,Jan Morforth,UK,Organic Choco Syrup,05/04/2023,2135.25,69
,,Gunar Cockshoot,India  ,99% Dark & Pure,01/25/2024,270,63
,,Jan Morforth,India,Peanut Butter Cubes,07/03/2023,4169.25,20
,,Oby Sorrel,UK,70% Dark Bites,04/03/2023,6104.25,213
,,Andria Kimpton,India,Drinking Coco,07/17/2023,3444.75,698
,,Kelci Walkden,Australia ,Baker's Choco Chips,07/21/2023,3483,233
,,Brien Boise,UK   ,Baker's Choco Chips,09/29/2023,2682,54
,,Beverie Moffet,India   ,White Choc,10/06/2023,3708,715
,,Barr Faughny,India ,Spicy Special Slims,05/03/2023,1932.75,85
,,Jehu Rudeforth,USA  ,Raspberry Choco,11/13/2023,6592.5,2420
,,Wilone O'Kielt,USA  ,Manuka Honey Choco,01/23/2024,10930.5,113
,,Jehu Rudeforth,Australia   ,85% Dark Bars,05/17/2023,12325.5,694
,,Oby Sorrel,India,99% Dark & Pure,11/07/2023,8426.25,295
,,Barr Faughny,New Zealand   ,Almond Choco,10/25/2023,9236.25,442
,,Wilone O'Kielt,Australia ,Mint Chip Choco,05/15/2023,877.5,229
,,Ches Bonnell,New Zealand  ,Almond Choco,03/13/2023,1748.25,253
,,Barr Faughny,Canada ,Drinking Coco,10/12/2023,5976,531
,,Dennison Crosswaite,India ,70% Dark Bites,11/08/2023,920.25,510
,,Roddy Speechley,USA   ,99% Dark & Pure,01/03/2024,3845.25,172
,,Oby Sorrel,New Zealand,70% Dark Bites,02/24/2023,4648.5,162
,,Jan Morforth,New Zealand ,70% Dark Bites,03/13/2023,1570.5,77
,,Brien Boise,India   ,Eclairs,08/02/2023,855,10
,,Marney O'Breen,India ,Choco Coated Almonds,10/27/2023,13.5,41
,,Kelci Walkden,India   ,White Choc,08/03/2023,4248,310
,,Mallorie Waber,UK ,Caramel Stuffed Bars,08/18/2023,2691,251
,,Jehu Rudeforth,India,Spicy Special Slims,01/16/2024,6662.25,372
,,Beverie Moffet,India,50% Dark Bites,10/24/2023,2551.5,324
,,Karlen McCaffrey,USA,Raspberry Choco,12/18/2023,123.75,1419
,,Wilone O'Kielt,Canada  ,Orange Choco,07/04/2023,13610.25,66
,,Gunar Cockshoot,Canada,After Nines,09/07/2023,9623.25,122
,,Camilla Castle,UK   ,70% Dark Bites,09/29/2023,1964.25,138
,,Madelene Upcott,India,Eclairs,02/26/2024,713.25,206
,,Jehu Rudeforth,India  ,Caramel Stuffed Bars,06/22/2023,3647.25,306
,,Roddy Speechley,India   ,Eclairs,11/10/2023,3426.75,251
,,Gunar Cockshoot,Canada,Spicy Special Slims,07/10/2023,1586.25,317
,,Dennison Crosswaite,USA,Mint Chip Choco,02/22/2024,1370.25,219
,,Van Tuxwell,UK   ,Caramel Stuffed Bars,04/04/2023,7310.25,314
,,Marney O'Breen,New Zealand,Mint Chip Choco,03/28/2023,1237.5,78
,,Madelene Upcott,India ,Raspberry Choco,10/24/2023,2682,1234
,,Mallorie Waber,India,Caramel Stuffed Bars,01/11/2024,1028.25,229
,,Madelene Upcott,Australia,Baker's Choco Chips,06/23/2023,553.5,373
,,Curtice Advani,Canada,Drinking Coco,04/03/2023,5607,131
,,Karlen McCaffrey,New Zealand   ,70% Dark Bites,12/27/2023,4173.75,274
,,Beverie Moffet,USA  ,99% Dark & Pure,05/31/2023,4308.75,72
,,Andria Kimpton,Australia ,Fruit & Nut Bars,01/08/2024,8451,28
,,Oby Sorrel,USA   ,Organic Choco Syrup,04/11/2023,18866.25,203
,,Camilla Castle,Canada   ,Choco Coated Almonds,08/25/2023,904.5,627
,,Marney O'Breen,New Zealand  ,Peanut Butter Cubes,07/10/2023,4054.5,42
,,Rafaelita Blaksland,New Zealand   ,50% Dark Bites,02/01/2023,7587,625
,,Van Tuxwell,India,Organic Choco Syrup,01/01/2024,8658,1113
,,Kelci Walkden,New Zealand ,Peanut Butter Cubes,04/10/2023,8424,453
,,Husein Augar,Canada  ,Drinking Coco,10/31/2023,3469.5,225
,,Roddy Speechley,India  ,Manuka Honey Choco,03/14/2023,3723.75,60
,,Mallorie Waber,Australia ,99% Dark & Pure,11/20/2023,12039.75,264
,,Dotty Strutley,India   ,Organic Choco Syrup,12/15/2023,23125.5,434
,,Husein Augar,India   ,Spicy Special Slims,10/12/2023,7602.75,24
,,Jehu Rudeforth,Canada,Choco Coated Almonds,02/06/2023,2747.25,110
,,Karlen McCaffrey,Australia,Organic Choco Syrup,09/20/2023,1829.25,82
,,Oby Sorrel,UK,Fruit & Nut Bars,06/16/2023,4833,1340
,,Camilla Castle,Australia ,Orange Choco,12/25/2023,681.75,57
,,Karlen McCaffrey,India,Drinking Coco,09/21/2023,101.25,849
,,Dotty Strutley,Canada   ,Almond Choco,11/16/2023,13567.5,167
,,Rafaelita Blaksland,USA  ,After Nines,09/19/2023,5377.5,350
,,Kaine Padly,Australia   ,50% Dark Bites,03/30/2023,6941.25,1298
,,Beverie Moffet,Canada   ,Orange Choco,04/25/2023,13077,667
,,Gigi Bohling,Australia ,Caramel Stuffed Bars,04/18/2023,1406.25,802
